Counting Blue Cars,Dishwalla,28,1996
"You Learn"" / ""You Oughta Know",Alanis Morissette,29,1996
One of Us,Joan Osborne,30,1996
Wonder,Natalie Merchant,31,1996
Not Gon' Cry,Mary J. Blige,32,1996
Gangsta's Paradise,Coolio,33,1996
Gangsta's Paradise,L.V.,33,1996
Only You,112,34,1996
Only You,The Notorious B.I.G.,34,1996
Only You,Mase,34,1996
Down Low (Nobody Has to Know),R. Kelly,35,1996
Down Low (Nobody Has to Know),The Isley Brothers,35,1996
You're the One,SWV,36,1996
Sweet Dreams,La Bouche,37,1996
"Before You Walk Out of My Life"" / ""Like This and Like That",Monica,38,1996
Breakfast at Tiffany's,Deep Blue Something,39,1996
"1, 2, 3, 4 (Sumpin' New)",Coolio,40,1996
The World I Know,Collective Soul,41,1996
No Diggity,Blackstreet,42,1996
No Diggity,Dr. Dre,42,1996
Anything,3T,43,1996
1979,The Smashing Pumpkins,44,1996
Diggin' on You,TLC,45,1996
"Why I Love You So Much"" / ""Ain't Nobody",Monica,46,1996
Kissin' You,Total,47,1996
Count On Me,Whitney Houston,48,1996
Count On Me,CeCe Winans,48,1996
Fantasy,Mariah Carey,49,1996
Time,Hootie & the Blowfish,50,1996
You'll See,Madonna,51,1996
Last Night,Az Yet,52,1996
Mouth,Merril Bainbridge,53,1996
"The Earth, the Sun, the Rain",Color Me Badd,54,1996
All the Things (Your Man Won't Do),Joe,55,1996
Wonderwall,Oasis,56,1996
Woo Hah!! Got You All in Check,Busta Rhymes,57,1996
Tell Me,Groove Theory,58,1996
Elevators (Me & You),Outkast,59,1996
Hook,Blues Traveler,60,1996
Doin' It,LL Cool J,61,1996
Fastlove,George Michael,62,1996
"Touch Me, Tease Me",Case,63,1996
"Touch Me, Tease Me",Foxy Brown,63,1996
Tonite's tha Night ,Kris Kross,64,1996
Children,Robert Miles,65,1996
Theme from Mission: Impossible,Adam Clayton,66,1996
Theme from Mission: Impossible,Larry Mullen,66,1996
Closer to Free,BoDeans,67,1996
Just a Girl,No Doubt,68,1996
If Your Girl Only Knew,Aaliyah,69,1996
Lady,D'Angelo,70,1996
Key West Intermezzo (I Saw You First),John Mellencamp,71,1996
Pony,Ginuwine,72,1996
Nobody,Keith Sweat,73,1996
Nobody,Athena Cage,73,1996
Old Man and Me (When I Get To Heaven),Hootie & the Blowfish,74,1996
If It Makes You Happy,Sheryl Crow,75,1996
As I Lay Me Down,Sophie B. Hawkins,76,1996
"Keep On, Keepin' On",MC Lyte,77,1996
"Keep On, Keepin' On",Xscape,77,1996
Jealousy,Natalie Merchant,78,1996
I Want to Come Over,Melissa Etheridge,79,1996
Who Do U Love,Deborah Cox,80,1996
Un-Break My Heart,Toni Braxton,81,1996
This Is Your Night,Amber,82,1996
You Remind Me of Something,R. Kelly,83,1996
Runaway,Janet Jackson,84,1996
Set U Free,Planet Soul,85,1996
Hit Me Off,New Edition,86,1996
No One Else,Total,87,1996
My Boo,Ghost Town DJ's,88,1996
Get Money,Junior M.A.F.I.A.,89,1996
Get Money,The Notorious B.I.G.,89,1996
That Girl,Maxi Priest,90,1996
That Girl,Shaggy,90,1996
Po Pimp,Do or Die,91,1996
Po Pimp,Twista,91,1996
Until It Sleeps,Metallica,92,1996
Hay,Crucial Conflict,93,1996
Beautiful Life,Ace of Base,94,1996
Back for Good,Take That,95,1996
I Got Id,Pearl Jam,96,1996
Soon as I Get Home,Faith Evans,97,1996
Macarena,Los del Río,98,1996
Only Wanna Be with You,Hootie & the Blowfish,99,1996
Don't Cry,Seal,100,1996
"Something About the Way You Look Tonight"" / ""Candle in the Wind 1997",Elton John,1,1997
"Foolish Games"" / ""You Were Meant for Me",Jewel,2,1997
I'll Be Missing You,Puff Daddy,3,1997
I'll Be Missing You,Faith Evans,3,1997
I'll Be Missing You,112,3,1997
Un-Break My Heart,Toni Braxton,4,1997
Can't Nobody Hold Me Down,Puff Daddy,5,1997
Can't Nobody Hold Me Down,Mase,5,1997
I Believe I Can Fly,R. Kelly,6,1997
Don't Let Go (Love),En Vogue,7,1997
Return of the Mack,Mark Morrison,8,1997
How Do I Live,LeAnn Rimes,9,1997
Wannabe,Spice Girls,10,1997
Quit Playing Games (With My Heart),Backstreet Boys,11,1997
MMMBop,Hanson,12,1997
For You I Will,Monica,13,1997
You Make Me Wanna...,Usher,14,1997
Bitch,Meredith Brooks,15,1997
Nobody,Keith Sweat,16,1997
Nobody,Athena Cage,16,1997
Semi-Charmed Life,Third Eye Blind,17,1997
Barely Breathing,Duncan Sheik,18,1997
Hard to Say I'm Sorry,Az Yet,19,1997
Hard to Say I'm Sorry,Peter Cetera,19,1997
Mo Money Mo Problems,The Notorious B.I.G.,20,1997
Mo Money Mo Problems,Puff Daddy,20,1997
Mo Money Mo Problems,Mase,20,1997
The Freshmen,The Verve Pipe,21,1997
I Want You,Savage Garden,22,1997
No Diggity,Blackstreet,23,1997
No Diggity,Dr. Dre,23,1997
I Belong to You (Every Time I See Your Face),Rome,24,1997
Hypnotize,The Notorious B.I.G.,25,1997
Every Time I Close My Eyes,Babyface,26,1997
In My Bed,Dru Hill,27,1997
Say You'll Be There,Spice Girls,28,1997
Do You Know (What It Takes),Robyn,29,1997
4 Seasons of Loneliness,Boyz II Men,30,1997
G.H.E.T.T.O.U.T.,Changing Faces,31,1997
Honey,Mariah Carey,32,1997
I Believe in You and Me,Whitney Houston,33,1997
Da' Dip,Freak Nasty,34,1997
2 Become 1,Spice Girls,35,1997
All for You,Sister Hazel,36,1997
Cupid,112,37,1997
Where Have All the Cowboys Gone?,Paula Cole,38,1997
Sunny Came Home,Shawn Colvin,39,1997
It's Your Love,Tim McGraw,40,1997
It's Your Love,Faith Hill,40,1997
Ooh Aah... Just a Little Bit,Gina G,41,1997
Mouth,Merril Bainbridge,42,1997
All Cried Out,Allure,43,1997
All Cried Out,112,43,1997
I'm Still in Love with You,New Edition,44,1997
Invisible Man,98 Degrees,45,1997
Not Tonight,Lil' Kim,46,1997
Not Tonight,Da Brat,46,1997
Not Tonight,Left Eye,46,1997
Not Tonight,Missy Elliott,46,1997
Not Tonight,Angie Martinez,46,1997
Look into My Eyes,Bone Thugs-n-Harmony,47,1997
Get It Together,702,48,1997
All by Myself,Celine Dion,49,1997
It's All Coming Back to Me Now,Celine Dion,50,1997
My Love Is the Shhh!,Somethin' for the People,51,1997
My Love Is the Shhh!,Trina & Tamara,51,1997
Where Do You Go,No Mercy,52,1997
I Finally Found Someone,Barbra Streisand,53,1997
I Finally Found Someone,Bryan Adams,53,1997
I'll Be,Foxy Brown,54,1997
I'll Be,Jay-Z,54,1997
If It Makes You Happy,Sheryl Crow,55,1997
Never Make a Promise,Dru Hill,56,1997
When You Love a Woman,Journey,57,1997
Up Jumps da Boogie,Timbaland & Magoo,58,1997
Up Jumps da Boogie,Missy Elliott,58,1997
Up Jumps da Boogie,Aaliyah,58,1997
"I Don't Want To"" / ""I Love Me Some Him",Toni Braxton,59,1997
Everyday Is a Winding Road,Sheryl Crow,60,1997
Cold Rock a Party,MC Lyte,61,1997
Pony,Ginuwine,62,1997
Building a Mystery,Sarah McLachlan,63,1997
I Love You Always Forever,Donna Lewis,64,1997
Your Woman,White Town,65,1997
C U When U Get There,Coolio,66,1997
Change the World,Eric Clapton,67,1997
My Baby Daddy,B-Rock and the Bizz,68,1997
Tubthumping,Chumbawamba,69,1997
Gotham City,R. Kelly,70,1997
Last Night,Az Yet,71,1997
Big Daddy,Heavy D,73,1997
What About Us,Total,74,1997
Smile,Scarface,75,1997
Smile,2Pac,75,1997
What's on Tonight,Montell Jordan,76,1997
Secret Garden,Bruce Springsteen,77,1997
The One I Gave My Heart To,Aaliyah,78,1997
Fly Like an Eagle,Seal,79,1997
No Time,Lil' Kim,80,1997
No Time,Puff Daddy,80,1997
Naked Eye,Luscious Jackson,81,1997
Macarena (Bayside Boys Mix),Los del Río,82,1997
On & On,Erykah Badu,83,1997
Don't Wanna Be a Player,Joe,84,1997
I Shot the Sheriff,Warren G,85,1997
You Should Be Mine (Don't Waste Your Time),Brian McKnight,86,1997
You Should Be Mine (Don't Waste Your Time),Mase,86,1997
Don't Cry for Me Argentina,Madonna,87,1997
Someone,SWV,88,1997
Someone,Puff Daddy,88,1997
Go the Distance,Michael Bolton,89,1997
One More Time,Real McCoy,90,1997
Butta Love,Next,91,1997
Coco Jambo,Mr. President,92,1997
Twisted,Keith Sweat,93,1997
Barbie Girl,Aqua,94,1997
"When You're Gone"" / ""Free to Decide",The Cranberries,95,1997
Let Me Clear My Throat,DJ Kool,96,1997
I Like It,The Blackout All-Stars,97,1997
"You're Makin' Me High"" / ""Let It Flow",Toni Braxton,98,1997
You Must Love Me,Madonna,99,1997
Let It Go,Ray J,100,1997
Too Close,Next,1,1998
The Boy Is Mine,Brandy,2,1998
The Boy Is Mine,Monica,2,1998
You're Still the One,Shania Twain,3,1998
Truly Madly Deeply,Savage Garden,4,1998
How Do I Live,LeAnn Rimes,5,1998
Together Again,Janet,6,1998
All My Life,K-Ci & JoJo,7,1998
Candle in the Wind 1997,Elton John,8,1998
Nice & Slow,Usher,9,1998
I Don't Want to Wait,Paula Cole,10,1998
How's It Going to Be,Third Eye Blind,11,1998
"No, No, No",Destiny's Child,12,1998
My Heart Will Go On,Celine Dion,13,1998
Gettin' Jiggy wit It,Will Smith,14,1998
You Make Me Wanna...,Usher,15,1998
My Way,Usher,16,1998
My All,Mariah Carey,17,1998
The First Night,Monica,18,1998
Been Around the World,Puff Daddy,19,1998
Been Around the World,The Notorious B.I.G.,19,1998
Been Around the World,Mase,19,1998
Adia,Sarah McLachlan,20,1998
Crush,Jennifer Paige,21,1998
Everybody (Backstreet's Back),Backstreet Boys,22,1998
I Don't Want to Miss a Thing,Aerosmith,23,1998
Body Bumpin' (Yippie-Yi-Yo),Public Announcement,24,1998
This Kiss,Faith Hill,25,1998
I Don't Ever Want to See You Again,Uncle Sam,26,1998
Let's Ride,Montell Jordan,27,1998
Let's Ride,Master P,27,1998
Let's Ride,Silkk the Shocker,27,1998
Sex and Candy,Marcy Playground,28,1998
Show Me Love,Robyn,29,1998
A Song for Mama,Boyz II Men,30,1998
What You Want,Mase,31,1998
What You Want,Total,31,1998
Frozen,Madonna,32,1998
Gone till November,Wyclef Jean,33,1998
My Body,LSG,34,1998
Tubthumping,Chumbawamba,35,1998
Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,36,1998
I Want You Back,'N Sync,37,1998
When the Lights Go Out,Five,38,1998
They Don't Know,Jon B.,39,1998
Make 'Em Say Uhh!,Master P,40,1998
Make 'Em Say Uhh!,Fiend,40,1998
Make 'Em Say Uhh!,Silkk the Shocker,40,1998
Make 'Em Say Uhh!,Mia X,40,1998
Make 'Em Say Uhh!,Mystikal,40,1998
Make It Hot,Nicole,41,1998
Make It Hot,Missy Elliott,41,1998
Never Ever,All Saints,42,1998
I Get Lonely,Janet Jackson,43,1998
I Get Lonely,Blackstreet,43,1998
Feel So Good,Mase,44,1998
Feel So Good,Kelly Price,44,1998
Say It,Voices of Theory,45,1998
Kiss the Rain,Billie Myers,46,1998
Come with Me,Puff Daddy,47,1998
Come with Me,Jimmy Page,47,1998
Romeo and Juliet,Sylk-E. Fyne,48,1998
It's All About Me,Mýa,49,1998
It's All About Me,Sisqo,49,1998
I Will Come to You,Hanson,50,1998
One Week,Barenaked Ladies,51,1998
Swing My Way,K. P. & Envyi,52,1998
The Arms of the One Who Loves You,Xscape,53,1998
My Love Is the Shhh!,Somethin' for the People,54,1998
My Love Is the Shhh!,Trina & Tamara,54,1998
Daydreamin',Tatyana Ali,55,1998
We're Not Making Love No More,Dru Hill,56,1998
Semi-Charmed Life,Third Eye Blind,57,1998
I Do,Lisa Loeb,58,1998
Lookin' at Me,Mase,59,1998
Lookin' at Me,Puff Daddy,59,1998
Looking Through Your Eyes,LeAnn Rimes,60,1998
Lately,Divine,61,1998
Quit Playing Games (With My Heart),Backstreet Boys,62,1998
I Still Love You,Next,63,1998
Time After Time,INOJ,64,1998
Are You Jimmy Ray?,Jimmy Ray,65,1998
Cruel Summer,Ace of Base,66,1998
I Got the Hook Up,Master P,67,1998
I Got the Hook Up,Sons of Funk,67,1998
Victory,Puff Daddy,68,1998
Victory,The Notorious B.I.G.,68,1998
Victory,Busta Rhymes,68,1998
Too Much,Spice Girls,69,1998
Ghetto Supastar (That Is What You Are),Pras Michel,70,1998
Ghetto Supastar (That Is What You Are),Ol' Dirty Bastard,70,1998
Ghetto Supastar (That Is What You Are),Mýa,70,1998
How Deep Is Your Love,Dru Hill,71,1998
How Deep Is Your Love,Redman,71,1998
Friend of Mine,Kelly Price,72,1998
Friend of Mine,R. Kelly,72,1998
Friend of Mine,Ron Isley,72,1998
Turn It Up (Remix)/Fire It Up,Busta Rhymes,73,1998
I'll Be,Edwin McCain,74,1998
Ray of Light,Madonna,75,1998
All for You,Sister Hazel,76,1998
Touch It,Monifah,77,1998
"Money, Power & Respect",The LOX,78,1998
"Money, Power & Respect",DMX,78,1998
"Money, Power & Respect",Lil' Kim,78,1998
Bitter Sweet Symphony,The Verve,79,1998
Dangerous,Busta Rhymes,80,1998
Spice Up Your Life,Spice Girls,81,1998
Because of You,98 Degrees,82,1998
The Mummers' Dance,Loreena McKennitt,83,1998
All Cried Out,Allure,84,1998
All Cried Out,112,84,1998
Still Not a Player,Big Pun,85,1998
Still Not a Player,Joe,85,1998
The One I Gave My Heart To,Aaliyah,86,1998
"Foolish Games"" / ""You Were Meant for Me",Jewel,87,1998
Love You Down,INOJ,88,1998
Do for Love,2Pac,89,1998
Raise the Roof,Luke,90,1998
Heaven,Nu Flavor,91,1998
The Party Continues,Jermaine Dupri,92,1998
The Party Continues,Da Brat,92,1998
The Party Continues,Usher,92,1998
Sock It 2 Me,Missy Elliott,93,1998
Sock It 2 Me,Da Brat,93,1998
Butta Love,Next,94,1998
A Rose Is Still a Rose,Aretha Franklin,95,1998
4 Seasons of Loneliness,Boyz II Men,96,1998
Father,LL Cool J,97,1998
Thinkin' Bout It,Gerald Levert,98,1998
Nobody's Supposed to Be Here,Deborah Cox,99,1998
Westside,TQ,100,1998
Believe,Cher,1,1999
No Scrubs,TLC,2,1999
Angel of Mine,Monica,3,1999
Heartbreak Hotel,Whitney Houston,4,1999
Heartbreak Hotel,Faith Evans,4,1999
Heartbreak Hotel,Kelly Price,4,1999
...Baby One More Time,Britney Spears,5,1999
Kiss Me,Sixpence None the Richer,6,1999
Genie in a Bottle,Christina Aguilera,7,1999
Every Morning,Sugar Ray,8,1999
Nobody's Supposed to Be Here,Deborah Cox,9,1999
Livin' la Vida Loca,Ricky Martin,10,1999
Where My Girls At?,702,11,1999
If You Had My Love,Jennifer Lopez,12,1999
Slide,Goo Goo Dolls,13,1999
Have You Ever?,Brandy,14,1999
I Want It That Way,Backstreet Boys,15,1999
I'm Your Angel,R. Kelly,16,1999
I'm Your Angel,Celine Dion,16,1999
All Star,Smash Mouth,17,1999
Angel,Sarah McLachlan,18,1999
Smooth,Santana,19,1999
Smooth,Rob Thomas,19,1999
Unpretty,TLC,20,1999
"Bills, Bills, Bills",Destiny's Child,21,1999
Save Tonight,Eagle-Eye Cherry,22,1999
Last Kiss,Pearl Jam,23,1999
Fortunate,Maxwell,24,1999
All I Have to Give,Backstreet Boys,25,1999
Bailamos,Enrique Iglesias,26,1999
What's It Gonna Be?!,Busta Rhymes,27,1999
What's It Gonna Be?!,Janet,27,1999
What It's Like,Everlast,28,1999
Fly Away,Lenny Kravitz,29,1999
Someday,Sugar Ray,30,1999
Lately,Divine,31,1999
That Don't Impress Me Much,Shania Twain,32,1999
Wild Wild West,Will Smith,33,1999
Wild Wild West,Dru Hill,33,1999
Wild Wild West,Kool Moe Dee,33,1999
Scar Tissue,Red Hot Chili Peppers,34,1999
Heartbreaker,Mariah Carey,35,1999
Heartbreaker,Jay-Z,35,1999
I Still Believe,Mariah Carey,36,1999
The Hardest Thing,98 Degrees,37,1999
Summer Girls,LFO,38,1999
Can I Get A...,Jay-Z,39,1999
Can I Get A...,Amil,39,1999
Can I Get A...,Ja Rule,39,1999
Jumper,Third Eye Blind,40,1999
Doo Wop (That Thing),Lauryn Hill,41,1999
Mambo No. 5,Lou Bega,42,1999
Sweet Lady,Tyrese,43,1999
It's Not Right but It's Okay,Whitney Houston,44,1999
(God Must Have Spent) A Little More Time on You,'N Sync,45,1999
Lullaby,Shawn Mullins,46,1999
Anywhere,112,47,1999
Anywhere,Lil Zane,47,1999
Tell Me It's Real,K-Ci & JoJo,48,1999
Back 2 Good,Matchbox 20,49,1999
808,Blaque,50,1999
She's So High,Tal Bachman,51,1999
She's All I Ever Had,Ricky Martin,52,1999
Miami,Will Smith,53,1999
Hands,Jewel,54,1999
Who Dat,JT Money,55,1999
Who Dat,Solé,55,1999
Please Remember Me,Tim McGraw,56,1999
From This Moment On,Shania Twain,57,1999
Love Like This,Faith Evans,58,1999
You,Jesse Powell,59,1999
Trippin',Total,60,1999
Trippin',Missy Elliott,60,1999
If You,Silk,61,1999
Ex-Factor,Lauryn Hill,62,1999
Give It to You,Jordan Knight,63,1999
Black Balloon,Goo Goo Dolls,64,1999
Spend My Life with You,Eric Benét,65,1999
Spend My Life with You,Tamia,65,1999
These Are the Times,Dru Hill,66,1999
I Don't Want to Miss a Thing,Mark Chesnutt,67,1999
I Do (Cherish You),98 Degrees,68,1999
Because of You,98 Degrees,69,1999
I Will Remember You,Sarah McLachlan,70,1999
Chanté's Got a Man,Chanté Moore,71,1999
Happily Ever After,Case,72,1999
My Love Is Your Love,Whitney Houston,73,1999
All Night Long,Faith Evans,74,1999
All Night Long,Puff Daddy,74,1999
Back That Azz Up,Juvenile,75,1999
Back That Azz Up,Mannie Fresh,75,1999
Back That Azz Up,Lil Wayne,75,1999
Almost Doesn't Count,Brandy,76,1999
Man! I Feel Like a Woman!,Shania Twain,77,1999
Steal My Sunshine,Len,78,1999
I Need to Know,Marc Anthony,79,1999
So Anxious,Ginuwine,80,1999
Faded Pictures,Case,81,1999
Faded Pictures,Joe,81,1999
Back at One,Brian McKnight,82,1999
When a Woman's Fed Up,R. Kelly,83,1999
How Forever Feels,Kenny Chesney,84,1999
Amazed,Lonestar,85,1999
Sometimes,Britney Spears,86,1999
Ghetto Cowboy,Mo Thugs,87,1999
Out of My Head,Fastball,88,1999
Hard Knock Life (Ghetto Anthem),Jay-Z,89,1999
Jamboree,Naughty by Nature,90,1999
Jamboree,Zhané,90,1999
Take Me There,Blackstreet,91,1999
Take Me There,Mýa,91,1999
Take Me There,Mase,91,1999
Take Me There,Blinky Blink,91,1999
Stay the Same,Joey McIntyre,92,1999
A Lesson in Leavin',Jo Dee Messina,93,1999
Iris,Goo Goo Dolls,94,1999
Satisfy You,Puff Daddy,95,1999
Satisfy You,R. Kelly,95,1999
Better Days (And the Bottom Drops Out),Citizen King,96,1999
Music of My Heart,'N Sync,97,1999
Music of My Heart,Gloria Estefan,97,1999
Write This Down,George Strait,98,1999
When You Believe,Whitney Houston,99,1999
When You Believe,Mariah Carey,99,1999
(God Must Have Spent) A Little More Time on You,Alabama,100,1999
(God Must Have Spent) A Little More Time on You,'N Sync,100,1999
Breathe,Faith Hill,1,2000
Smooth,Santana,2,2000
Smooth,Rob Thomas,2,2000
Maria Maria,Santana,3,2000
Maria Maria,The Product G&B,3,2000
I Wanna Know,Joe,4,2000
Everything You Want,Vertical Horizon,5,2000
Say My Name,Destiny's Child,6,2000
I Knew I Loved You,Savage Garden,7,2000
Amazed,Lonestar,8,2000
Bent,Matchbox Twenty,9,2000
He Wasn't Man Enough,Toni Braxton,10,2000
Higher,Creed,11,2000
Try Again,Aaliyah,12,2000
"Jumpin', Jumpin'",Destiny's Child,13,2000
Thong Song,Sisqó,14,2000
Kryptonite,3 Doors Down,15,2000
There You Go,Pink,16,2000
Music,Madonna,17,2000
Doesn't Really Matter,Janet Jackson,18,2000
What a Girl Wants,Christina Aguilera,19,2000
Back at One,Brian McKnight,20,2000
Bye Bye Bye,'N Sync,21,2000
You Sang to Me,Marc Anthony,22,2000
I Need to Know,Marc Anthony,23,2000
Get It On Tonite,Montell Jordan,24,2000
Incomplete,Sisqó,25,2000
I Try,Macy Gray,26,2000
It's Gonna Be Me,'N Sync,27,2000
That's The Way It Is,Celine Dion,28,2000
Country Grammar (Hot Shit),Nelly,29,2000
Bring It All to Me,Blaque,30,2000
Show Me the Meaning of Being Lonely,Backstreet Boys,31,2000
Hot Boyz,Missy Elliott,32,2000
Hot Boyz,Nas,32,2000
Hot Boyz,Eve,32,2000
Hot Boyz,Q-Tip,32,2000
Back Here,BBMak,33,2000
It Feels So Good,Sonique,34,2000
Absolutely (Story of a Girl),Nine Days,35,2000
With Arms Wide Open,Creed,36,2000
Be with You,Enrique Iglesias,37,2000
Come On Over Baby (All I Want Is You),Christina Aguilera,38,2000
No More,Ruff Endz,39,2000
All The Small Things,Blink 182,40,2000
The Way You Love Me,Faith Hill,41,2000
I Turn To You,Christina Aguilera,42,2000
Never Let You Go,Third Eye Blind,43,2000
I Need You,LeAnn Rimes,44,2000
Thank God I Found You,Mariah Carey,45,2000
Thank God I Found You,Joe,45,2000
Thank God I Found You,98 Degrees,45,2000
Let's Get Married,Jagged Edge,46,2000
My Love Is Your Love,Whitney Houston,47,2000
Then The Morning Comes,Smash Mouth,48,2000
Blue (Da Ba Dee),Eiffel 65,49,2000
Desert Rose,Sting,50,2000
Desert Rose,Cheb Mami,50,2000
The Real Slim Shady,Eminem,51,2000
Most Girls,Pink,52,2000
Wifey,Next,53,2000
Wonderful,Everclear,54,2000
Oops!... I Did It Again,Britney Spears,55,2000
I Wanna Love You Forever,Jessica Simpson,56,2000
Give Me Just One Night (Una Noche),98 Degrees,57,2000
Take a Picture,Filter,58,2000
Otherside,Red Hot Chili Peppers,59,2000
Big Pimpin',Jay-Z,60,2000
Big Pimpin',UGK,60,2000
A Puro Dolor,Son by Four,61,2000
He Can't Love U,Jagged Edge,62,2000
Separated,Avant,63,2000
I Wish,Carl Thomas,64,2000
U Know What's Up,Donell Jones,65,2000
Faded,soulDecision,66,2000
Faded,Thrust,66,2000
Only God Knows Why,Kid Rock,67,2000
Shake Ya Ass,Mystikal,68,2000
Bag Lady,Erykah Badu,69,2000
Meet Virginia,Train,70,2000
Party Up (Up in Here),DMX,71,2000
Case of the Ex,Mýa,72,2000
Forgot About Dre,Dr. Dre,73,2000
Forgot About Dre,Eminem,73,2000
That's the Way,Jo Dee Messina,74,2000
Swear It Again,Westlife,75,2000
The Next Episode,Dr. Dre,76,2000
The Next Episode,Snoop Dogg,76,2000
From the Bottom of My Broken Heart,Britney Spears,77,2000
Crash and Burn,Savage Garden,78,2000
Yes!,Chad Brock,79,2000
The Best Day,George Strait,80,2000
Where I Wanna Be,Donell Jones,81,2000
How Do You Like Me Now?!,Toby Keith,82,2000
My Best Friend,Tim McGraw,83,2000
Broadway,Goo Goo Dolls,84,2000
What'chu Like,Da Brat,85,2000
What'chu Like,Tyrese,85,2000
Don't Think I'm Not,Kandi,86,2000
I Hope You Dance,Lee Ann Womack,87,2000
Better Off Alone,Alice Deejay,88,2000
Dance with Me,Debelah Morgan,89,2000
What About Now,Lonestar,90,2000
I Like It,Sammie,91,2000
24/7,Kevon Edmonds,92,2000
Girl on TV,LFO,93,2000
Bounce with Me,Lil' Bow Wow,94,2000
Bounce with Me,Xscape,94,2000
Cowboy Take Me Away,Dixie Chicks,95,2000
I Don't Wanna,Aaliyah,96,2000
Independent Women,Destiny's Child,97,2000
Gotta Tell You,Samantha Mumba,98,2000
Waiting for Tonight,Jennifer Lopez,99,2000
Shackles (Praise You),Mary Mary,100,2000
Hanging by a Moment,Lifehouse,1,2001
Fallin',Alicia Keys,2,2001
All for You,Janet Jackson,3,2001
Drops of Jupiter (Tell Me),Train,4,2001
I'm Real (Murder Remix),Jennifer Lopez,5,2001
I'm Real (Murder Remix),Ja Rule,5,2001
If You're Gone,Matchbox Twenty,6,2001
Let Me Blow Ya Mind,Eve,7,2001
Let Me Blow Ya Mind,Gwen Stefani,7,2001
Thank You,Dido,8,2001
Again,Lenny Kravitz,9,2001
Independent Women,Destiny's Child,10,2001
Hit 'Em Up Style (Oops!),Blu Cantrell,11,2001
It Wasn't Me,Shaggy,12,2001
It Wasn't Me,Rikrok,12,2001
Stutter,Joe,13,2001
Stutter,Mystikal,13,2001
It's Been Awhile,Staind,14,2001
U Remind Me,Usher,15,2001
Where the Party At,Jagged Edge,16,2001
Where the Party At,Nelly,16,2001
Angel,Shaggy,17,2001
Angel,Rayvon,17,2001
Ride wit Me,Nelly,18,2001
Ride wit Me,City Spud,18,2001
Follow Me,Uncle Kracker,19,2001
Peaches & Cream,112,20,2001
Drive,Incubus,21,2001
What Would You Do?,City High,22,2001
Survivor,Destiny's Child,23,2001
Lady Marmalade,Christina Aguilera,24,2001
Lady Marmalade,Lil' Kim,24,2001
Lady Marmalade,Mýa,24,2001
Lady Marmalade,Pink,24,2001
Ms. Jackson,OutKast,25,2001
Love Don't Cost a Thing,Jennifer Lopez,26,2001
The Way You Love Me,Faith Hill,27,2001
He Loves U Not,Dream,28,2001
Butterfly,Crazy Town,29,2001
Put It on Me,Ja Rule,30,2001
Put It on Me,Lil' Mo,30,2001
Family Affair,Mary J. Blige,31,2001
I Hope You Dance,Lee Ann Womack,32,2001
South Side,Moby,33,2001
South Side,Gwen Stefani,33,2001
Don't Tell Me,Madonna,34,2001
Get Ur Freak On,Missy Elliott,35,2001
Crazy,K-Ci & JoJo,36,2001
Fill Me In,Craig David,37,2001
Someone to Call My Lover,Janet Jackson,38,2001
With Arms Wide Open,Creed,39,2001
Case of the Ex,Mýa,40,2001
All or Nothing,O-Town,41,2001
Bootylicious,Destiny's Child,42,2001
I'm Like a Bird,Nelly Furtado,43,2001
Kryptonite,3 Doors Down,44,2001
Fiesta,R. Kelly,45,2001
Fiesta,Jay-Z,45,2001
When It's Over,Sugar Ray,46,2001
Jaded,Aerosmith,47,2001
Promise,Jagged Edge,48,2001
Missing You,Case,49,2001
Differences,Ginuwine,50,2001
This I Promise You,'N Sync,51,2001
Izzo (H.O.V.A.),Jay-Z,52,2001
Superwoman Pt. II,Lil' Mo,53,2001
Superwoman Pt. II,Fabolous,53,2001
Crazy for This Girl,Evan and Jaron,54,2001
Nobody Wants to Be Lonely,Ricky Martin,55,2001
Nobody Wants to Be Lonely,Christina Aguilera,55,2001
I Just Wanna Love U (Give It 2 Me),Jay-Z,56,2001
One Minute Man,Missy Elliott,57,2001
One Minute Man,Ludacris,57,2001
Danger (Been So Long),Mystikal,58,2001
Danger (Been So Long),Nivea,58,2001
Only Time,Enya,59,2001
I Do!!,Toya,60,2001
Never Had a Dream Come True,S Club 7,61,2001
Stranger in My House,Tamia,62,2001
Irresistible,Jessica Simpson,63,2001
Heard It All Before,Sunshine Anderson,64,2001
The Space Between,Dave Matthews Band,65,2001
There You'll Be,Faith Hill,66,2001
Love,Musiq Soulchild,67,2001
It's Over Now,112,68,2001
No More (Baby I'ma Do Right),3LW,69,2001
Turn Off the Light,Nelly Furtado,70,2001
Ain't Nothing 'bout You,Brooks & Dunn,71,2001
Play,Jennifer Lopez,72,2001
I'm Already There,Lonestar,73,2001
My Baby,Lil' Romeo,74,2001
Beautiful Day,U2,75,2001
Austin,Blake Shelton,76,2001
Southern Hospitality,Ludacris,77,2001
Grown Men Don't Cry,Tim McGraw,78,2001
Livin' It Up,Ja Rule,79,2001
Livin' It Up,Case,79,2001
Loverboy,Mariah Carey,80,2001
Loverboy,Cameo,80,2001
Contagious,The Isley Brothers,81,2001
Contagious,R. Kelly,81,2001
Contagious,Chanté Moore,81,2001
Who I Am,Jessica Andrews,82,2001
Music,Erick Sermon,83,2001
Music,Marvin Gaye,83,2001
